File name                     Graph size  Result
graph_832_1_0.txt             832         -         timed out 
graph_149_0.8_0.txt           149         57        found     
graph_323_0.8_7.txt           323         208       found     
graph_555_0.2_6.txt           555         127       found     
graph_532_0.6_7.txt           532         339       found     
graph_931_0.8_8.txt           931         4694      found     
graph_440_0.2_7.txt           440         46        found     
graph_760_1_0.txt             760         -         timed out 
graph_546_0.2_4.txt           546         83        found     
graph_403_0.4_4.txt           403         115       found     
graph_156_0.8_9.txt           156         64        found     
graph_295_0.4_9.txt           295         86        found     
graph_130_0.2_0.txt           130         5         found     
graph_104_0.2_6.txt           104         11        found     
graph_95_0.4_4.txt            95          11        found     
graph_99_0.6_0.txt            99          34        found     
graph_61_0.4_1.txt            61          9         found     
graph_888_0.2_1.txt           888         146       found     
graph_265_0.2_1.txt           265         31        found     
graph_228_0.2_4.txt           228         26        found     
graph_649_0.6_7.txt           649         755       found     
graph_906_0.2_7.txt           906         132       found     
graph_50_0.6_0.txt            50          10        found     
graph_26_0.2_9.txt            26          3         found     
graph_457_0.6_2.txt           457         276       found     
graph_72_0.8_3.txt            72          25        found     
graph_380_0.6_7.txt           380         159       found     
graph_468_0.4_7.txt           468         147       found     
graph_37_0.6_5.txt            37          8         found     
graph_792_0.6_4.txt           792         1384      found     
graph_830_0.6_7.txt           830         1714      found     
graph_928_0.8_2.txt           928         5919      found     
graph_50_0.8_9.txt            50          8         found     
graph_525_0.8_8.txt           525         1044      found     
graph_819_0.2_9.txt           819         135       found     
graph_515_0.8_2.txt           515         953       found     
graph_529_0.4_9.txt           529         164       found     
graph_85_0.2_2.txt            85          17        found     
graph_187_0.8_9.txt           187         80        found     
graph_25_1_0.txt              25          38        not found 
graph_103_0.4_8.txt           103         10        found     
graph_452_0.8_3.txt           452         713       found     
graph_561_0.2_2.txt           561         138       found     
graph_332_0.2_7.txt           332         48        found     
graph_267_0.6_0.txt           267         100       found     
graph_830_0.8_3.txt           830         3251      found     
graph_823_0.4_2.txt           823         641       found     
graph_619_0.6_4.txt           619         806       found     
graph_740_0.6_9.txt           740         1362      found     
graph_114_0.4_4.txt           114         28        found     
graph_673_0.2_0.txt           673         160       found     
graph_199_0.2_8.txt           199         13        found     
graph_126_0.2_6.txt           126         8         found     
graph_146_0.6_9.txt           146         60        found     
graph_6_0.6_2.txt             6           3         not found 
graph_300_0.2_0.txt           300         24        found     
graph_927_0.4_2.txt           927         486       found     
graph_779_1_0.txt             779         -         timed out 
graph_957_0.2_0.txt           957         183       found     
graph_305_0.8_1.txt           305         158       found     
graph_364_0.6_6.txt           364         220       found     
graph_805_0.8_3.txt           805         4525      found     
graph_423_0.8_1.txt           423         463       found     
graph_844_0.6_9.txt           844         1580      found     
graph_307_0.2_8.txt           307         27        found     
graph_948_0.4_0.txt           948         871       found     
graph_518_0.4_1.txt           518         163       found     
graph_624_0.2_9.txt           624         87        found     
graph_430_0.8_5.txt           430         465       found     
graph_299_0.4_6.txt           299         82        found     
graph_768_0.2_6.txt           768         145       found     
graph_891_0.8_7.txt           891         4662      found     
graph_429_0.4_4.txt           429         140       found     
